file,total_chars,preview_chars,is_truncated,preview_text
RSA Berg 2019.pdf,148726,1000,True," Risk- och sårbarhetsanalys  Bergs kommun 2019-2022                      Risk- och sårbarhetsanalys 2019-2022 är godkänd av kommundirektör 2019-09-25 Risk- och sårbarhetsanalys 2019-2022 är delgiven kommunstyrelsen 2019-11-12   


 
Sida 2 av 62 
INNEHÅLLSFÖRTECKNING1. Inledning ............................................................................................................................................. 6 1.1 Syfte ............................................................................................................................................... 6 2. Beskrivning av kommunen och dess geografiska område ................................................................ 6 2.1 Kommunens uppgifter i krisberedskapsarbetet ............................................................................ 7 2.1.1 Risk- och sårbarhetsanalys ..................................................................................................... 7 2.1.2 Planering .................."
RSA Berg 2023 Maskad.pdf,44875,1000,True,"Sida 1 av 32 
 
 
 
  
Enligt Lag (2006:544) om kommuners och 
regioners åtgärder inför och vid extraordinära 
händelser i fredstid och höjd beredskap 
Fastställd av: Kommundirektör 
Datum: 2023-10-31 
Diarienummer: KS 2023/289 
Antal sidor: 32 
Antal bilagor: 0 
För ev. uppföljning ansvarar: Säkerhetsenheten 

Sida 2 av 32 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Utgåva Datum Kommentar Ansvarig 
1 2023-10-13 Samordning och ledning av analysarbete samt 
genomförande av rapportskrivning har skett av biträdande 
chef för stabsavdelningen och beredskapssamordnare. 
Kommunstyrelsen 
 

Sida 3 av 32 
 
 
 
  
1.1 Syfte ................................................................................................................................................6 
1.2 Samhällsviktig verksamhet ..........................................................................................................6 
1.3 Sekretess .........................................................."
RSA Bjurholm 2015 Maskad.pdf,30817,1000,True,"Delar av dotumentet är belagt med selules emigt Offentlig hets - $
stleksmslagen (2009:400), kap 18, bi.

BJURHOLMS KS16-555 003
KOMMUN

Risk- och sårbarhetsanalys
2015-2018

Kommunövergripande för extraordinära
och allvarliga händelser

Föreskrifter
Plan
Policy

Rapport

Program
Reglemente
Riktlinjer
Strategi
Taxa

Giltig från och med | Dokumentansvarig
2017-02-13 Beredskapssamordnare



Innehåll

1. INledNiNG ssssssseressnsssnsssnnnnnrnner nn nn ns nn rann A RANA RANK RAR ARR RAR RAR R RAR A RAR R ARR RAR n nen 3
SYftC....sssssssssnnnnnsnnsennsnennsnnnn nanna nns nn RAKA KARA RAKARE ARA R AAA R ARA R ARR R ennen ennen 3
3. UtgångS punkter ...........essssesesessessransensnnnransn annan earn rna nan nn A ARKA RAR ARA RR Rn enn 3
4 Kommunens ansvar och geografiska OMråde .........se---s-+srumnemsnnnn 4
4. Metod och arbetsprOoCeSS ........esssssssessserseseserersssnnsrnnssnnnnn ennen nn R Rn nn ennen 6
4.1 MetOC oososssesesssnnessnensnssn nns nr nnnnnn nr r nn nn ANAR RR RR nn Ennen RAR"
RSA Bjurholm 2019 Maskad.pdf,29402,1000,True,"Uppdaterad 2019-10-30  Publik version 
KS19-320 168       Risk- och sårbarhetsanalys 2019-2022  Kommunövergripande Publik version  Föreskrifter Plan Policy Rapport Program Reglemente Riktlinjer Strategi Taxa    

2  
Innehåll Inledning ....................................................................................................... 3 Syfte och mål ............................................................................................... 3 1. Beskrivning av kommunen och dess geografiska område .................. 4 1.1 Övergripande beskrivning av Bjurholms kommun ................................................. 4 1.2 Befolkning .................................................................................................................... 4 1.3 Kommunens organisation .......................................................................................... 4 1.4 Infrastruktur och näringsliv .................................................................................."
RSA Bjurholm 2023 Maskad.pdf,100521,1000,True,"Upprättad 2023-10-25   
 KS23-373 168
   
 
 
 
 
Risk- och sårbarhetsanalys 
2023-2025 
 
Kommunövergripande 
 
 
 
 
  

Risk- och sårbarhetsanalys 2023-2025 
2 (39) 
 
Innehåll 
Inledning ....................................................................................................... 3 
Syfte .............................................................................................................. 3 
1. Beskrivning av kommunen och dess geografiska område .................. 4 
1.1 Övergripande beskrivning av Bjurholms kommun ................................................. 4 
1.2 Befolkning .................................................................................................................... 4 
1.3 Kommunens organisation .......................................................................................... 4 
1.4 Infrastruktur och näringsliv ...................................................................................... 4 
1.5 Kommunens ansvar för"
RSA Bjuv 2023.pdf,78872,1000,True,"KOMMUN Datum

2023-07-14

tll BJUVS a
|

Dnr KS2023-00412

Kommunstyrelsens förvaltning

SEKRETESS
Enligt 18 kap. 13 $ offentlighets-
och sekretesslagen (2009:400)
Datum 2023-07-14
Bjuvs kommun

Risk och sårbarhetsanalys Bjuvs kommun 2023

Kap 3-7 är sekretessbelagd enligt Offentlighets och sekretesslagen 18 kap 13 $


Bjuvs kommun

Datum

2023-07-14

Versionshistorik

Version

1.0

Ändring
Dokument upprättat.

Ersätter Risk- och sårbarhetsanalys
Bjuvs kommun 2019. 2019-10-16
Dnr 2019 - 00403

Sida
2(54)

SEKRETESS
Se sida I

Beslutad

Kommundirektören
2023-08-28



Bjuvs kommun

Datum

2023-07-14

Sida
3(54)

SEKRETESS
Se sida I

Sammanfattning

Bjuvs kommun har under våren 2023 genomfört en risk- och sårbarhetsanalys (RSA) i
enlighet med vad som anges i lag (2006:544) om kommuners och regioners åtgärder
inför och vid extraordinära händelser i fredstid och höjd beredskap (LEH) och
tillhörande föreskrift.

Under arbetsprocessen har 61 samhällsviktiga verksamheter identifierats inom
kom"
RSA Boden 2023.pdf,68310,1000,True," 
 
 
 
Avdelningen Demokrati, 
kommunikation och säkerhet. 
Dnr. 2023-1006 
 
Risk- och sårbarhetsanalys 
för Bodens kommun 2023-2026 
 
  

 
 2 
 
Innehållsförteckning 
1. Beskrivning av kommunen och dess geografiska område .............................................. 3 
2. Beskrivning av arbetsprocess och metod ......................................................................... 7 
2.1 Syfte och mål .................................................................................................................. 8 
2.2 Metod.............................................................................................................................. 9 
3. Identifierad samhällsviktig verksamhet inom kommunens geografiska område ....... 12 
4. Identifierade kritiska beroenden för kommunens samhällsviktiga verksamheter .... 14 
5. Identifierade och analyserade risker för kommunen och kommunens geografiska 
område .................................................................."
RSA Borås 2023.pdf,6614,1000,True,"risk- och 
sårbarhetsanalys
för mandatperioden 2023–2026
– en sammanfattning

En samhällsstörning är 
ett samlingsbegrepp för 
en allvarlig händelse 
som drabbar många 
människor eller stora 
delar av samhället
Hot och sårbarheter i ett föränderligt samhälle
Vi lever i ett sårbart samhälle, som dessutom möter en mer och mer komplex hotbild. Det ställer stora 
krav på krisberedskapen. Grunden för samhällets krisberedskap 
finns i kommunerna. Borås Stad driver många verksamheter 
som måste fungera även under samhällsstörningar. Det är allt 
från vattenförsörjning och avloppshantering till äldreomsorg, 
skola och räddningstjänst. Borås Stads arbete med krisberedskap 
ska öka kommunens förmåga att förebygga, motstå och hantera 
samhällsstörningar för att kommunens verksamheter ska kunna 
fortsätta fungera även under en samhällsstörning. 
Kommuner, regioner och myndigheter har ett lagstadgat ansvar 
att analysera risker och sårbarheter i samhället. Det är ett kontinuerligt arbete som Borås "
RSA Borgholm 2015 Maskad.pdf,23676,1000,True,"illa Borgholms 
= kommun 
RISK- OCH SÅRBARHETSANALYS UTIFRÅN LAG OM EXTRAORDINÄRA HÄNDELSER 
Beslutad av kommunfullmäktige 2015-10-19 § 155


Innehåll 
1. Beskrivning av kommunen och dess geografiska OMråde ................isemienimsmnn 5 
1.1. Ansvarsområde OCh Uppgifter ou... cccccsscsssssesescsesesesecscsescscsesssesesssscecssiseessecsseseasecsees 5 
1.2. OPQAMiSAtiON 0... ec eccsscesesssseeeseseesessscsecsesssecsesecessesesacsesesassesecacsessesesecscseessssseeecsesseasecsesens 6 
1.3. Författningar som har beaktats i redovisningen .............cccccccccsessescseseecscescsessesescserseeees 7 
1.4. Overgripande beskrivning av kommunens geografiska OMrade ....mmnssinonnnn 7 
2. Beskrivning av arbetsprocess OCh Metod ......mmsssnsssssesessssssrsrsererirsrsin arenor is senere r enn 8 
2.1. 4 ATDEtSPlOCESS ss ssssessererersesrsrssrsreserereorsrresesrrerenes sr er rensar KARA AREA AAA AA R ARA AROR AAA RAA 00 8 
2.2. MOCO eee ecccecscssseseceeesecescsessssescaescecsesnesesssssessscecsess"
RSA Borgholm 2019 Maskad.pdf,43965,1000,True," 
 
 
 
ANALYS 
Sida 
1(26) 
 
 
 
 
 
 
 
 
 
Risk- och 
sårbarhetsanalys 
Antagen av kommunfullmäktige 2019 -10-21 § 191  
 


Borgholms kommun 
      
209-09-3 
      
      
Sida 
2(26) 
 
Risk- och sårbarhetsanalys 
Innehållsförteckning 
1 Beskrivning av kommunen och dess geografiska 
område ............................................................................... 4 
 Kommunens ansvarområde och uppgifter ............................................ 4 1.1
 Kommunens organisation inklusive bolag ............................................. 5 1.2
 Författningar som har beaktats i Risk- och sårbarhetsanalysen ........... 6 1.3
 Övergripande beskrivning av kommunens geografiska område ........... 6 1.4
1.4.1 Geografi ................................................................................................. 6 
1.4.2 Demografi .............................................................................................. 7 
1.4.3 Infrastruktur ..............................."
RSA Borgholm 2023 Maskad.pdf,47852,1000,True,"1 Borgholms = 7 kommun ae 23 168-KS Handlingsplan 
Risk-och 
sarbarhetsanalys 
Antaget av Kommunfullmaktige 2023-09-18 § 135 


Innehållsförteckning 
1 Beskrivning av kommunen och dess geografiska 
[6 4 414: [0 FR 4 
1.1 Kommunens ansvaromrade och uppgifter.................s«sss=sssr2 4 
1.2 Kommunens organisation inklusive bolag............sseressersrsnnero0n 5 
1.3 4- Författningar som har beaktats i Risk- och 
sårbarhetsanalySenN............sssssssosossssorsoerrsrsrsnsnnsnnonrnnnonnrrnrr rna ser nn sn 5 
1.4 Övergripande beskrivning av kommunens geografiska 
[6 4 4143 [IS 6 
1.4.1 GOOG afi .........ccccccesseeeeceeeessssseneeseeessenneuecersssneceeseeeusesecaeeseessneqscceneeeeses 6 
1.4.2  De@moOgraffi........c.ccccsccccssssesssecssssssssscscecenessensessenessseasscnessssscceneeeneneeesees 6 
1.4.3  InfrasStrUuktur 2000.00... eceessssssecssssssssnscceeceeeeseesessenenesnsssssccceenenseessseeess 6 
1.4.4  NA@rinGSliv ............cscssssccsssssssssssnsenaceeseceeseeeseeececnsesnccsec"
RSA Borlänge 2023.pdf,138984,1000,True," 
 
Borlänge kommuns risk- och 
sårbarhetsanalys 2023-2026 
Beslutad av Kommunstyrelsen, 2023-08-29 § 182 
 

Metadata om dokument 
Diarienummer: BK 2023/1067 
Beslutsdatum: 2023-08-29 
Beslutsinstans: Kommunstyrelsen 
Handläggare: Carl-Henric Ström, beredskapssamordnare 
Revidering 
Datum och paragraf: 2025-09-18 
Beskrivning: Redaktionella ändringar för tillgänglighetsanpassning  

 
Borlänge kommuns risk- och sårbarhetsanalys 2023-2026 3 (59) 
Innehåll 
1. Beskrivning av kommunen och dess geografiska område ............................ 8 
1.1 Geografiskt område ............................................................................. 8 
1.2 Kommunens uppgifter och ansvar ...................................................... 9 
1.2.1 Grundläggande principer .................................................................. 10 
1.3 Borlänge kommuns organisation ...................................................... 11 
1.4 Kommunala bolag ........................................."
RSA Botkyrka 2023 Maskad.pdf,94017,1000,True," 
Botkyrka kommun, 147 85 TUMBA | Munkhättevägen 45 | 08-530 610 00 | www.botkyrka.se | Org.nr 212000-2882 | Bankgiro 624-1061 
 
Kommunstyrelsen Dnr: KS/2022:00800 
2023-10-09 Mattias Markenstrand, Trygghets- 
och säkerhetssamordnare, 
Kommunstyrelseförvaltningen 
Kommunövergripande risk- och 
sårbarhetsanalys 
Botkyrka kommun 2023–2026 
 
 
 
 


 
Sida 1 av 46 
 
Innehåll 
Inledning .................................................................................................................... 2 
1. Beskrivning av Botkyrka kommun ur ett beredskapsperspekti v ................................. 3 
1.1 Övergripande beskrivning av kommunens geografiska område ........................... 3 
1.2 Demografi ...................................................................................................... 4 
1.3 Infrastruktur ................................................................................................... 4 
1.4 Näringsliv ..........................................."
RSA Boxholm 2023.pdf,126651,1000,True," 
  
 
RISK- OCH SÅRBARHETSANALYS 
 
2023 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Diarienummer:  
 
Kommunstyrelsen: datum 
  


 
2 
 
Begrepp och förkortningar 
Brott En handling eller underlåtenhet att handla som är 
belagd med straff enligt svensk lag  
 
Extraordinär händelse En händelse som avviker från det normala, innebär 
en allvarlig störning eller överhängande risk för en 
allvarlig störning i viktiga samhällsfunktioner och 
kräver skyndsamma insatser av en kommun eller en 
region. 
 
Geografiskt områdesansvar Det geografiska områdesansvaret innebär att ansvara 
för att samverkan och samordning sker inom det 
geografiska området för att uppnå en samlad 
krishanteringsförmåga och ett effektivt användande 
av resurserna.  
 
Höjd beredskap Om Sverige befinner sig i krigsfara kan regeringen 
besluta om höjd beredskap. Detta ger regeringen 
större handlingsfrihet att agera och fatta olika beslut, 
t.ex. kan andra lagar användas vid sidan av dem som 
gäller i fredstid. Även om det råder svå"
RSA Bräcke 2015 Maskad.pdf,23350,1000,True,"Förslag till Bräcke
kommunsrisk- och
sårbarhetsanalys 2015
2015-10-05
Bräcke kommun
 

Risk- och sårbarhetsanalys, Bräcke kommun, 2015-10-05
Innehåll
1, BESKriVÄlASiav KOMMUDEN sossvsmmsnsemnn sassvdccnes exes ora dwied deneda eBbdidada dacincanacie Seber2s durnemmenenomnndiatnddea 3
Bräcke kommun — ansvarsområde OCh UPPgBift€el s...mmmmmssressrssrrrsrrssrrsserrsrrrssrrsrrrsnr rss er sees serna nns snar ense ena 3
KOMMUNENS OrgaNiSatiOlN soseoeeeeeeeerrrereeseserrrrrrsesssrnrerrrrresssrrrrrrre raser rr res sne esse rer rer sonRR ere r RR E nere rann nere r erna 4
Författningar som beaktats i redOViSNINBEN ssssssesressrrerrrsrrrsrresrresrrerrrsrererer ere ers era renar sne serna arr en nera enn 4
Övergripande beskrivning av kommunens geografiska OMrÅGEm...sesnessssssnsrssrsessrseesrssrsrrner sen en ann anna 5
Geografi OCN COEMOBrafi.......eeeececcceeeccccceesseeeeeeeeseececssseeeeesseeessseeeseeseseescesseeecessaeeecessseeeesseseseneeees 5
INFraStrUKtur oo...eeececeececeecceeeeeeeeeeeee"
RSA Bräcke 2019 Maskad.pdf,40814,1000,True,"Styrdokument PAGOsea
Bracke kommuns-
risk och
sårbarhetsanalys
2019-2022
Fastställt av: Ange namn Dokumentet gäller för: Mandatperioden
Datum: 2019-08-19, § xx 2019-2022
Diarienr: 2019/381 16 Dokumentet gäller t.o.m.: 2022-10-31
För revidering ansvarar: Säkerhetssamordnaren
För ev. uppföljning ansvarar:
Säkerhetssamordnaren
 

STYRDOKUMENT Sida 2 av 30on
Bracke
komM mU n Dokumentnamn: Förslag till Bräcke kommuns risk och sårbarhetsanalys 2019-
2022
Datum: 2019-08-19 Tidigare beslut: KS 8 195/2015 Risk
och sårbarhetsanalys 2015
 
Innehåll
Mes SCGooeesrsrrssresersreseerersrrerrer rer rereerranrenrrrrerrrsr era e sr era esse saraaa arsa s aan S ESSER SRS EES E ERE R Sea anna nana 4
2. Beskrivning av KOMMUMNEN..........cc cece ccc ceeseeseesseseseeeeecesecesssesteseevsssesssesseesteesetesseenseenses 5
Bracke kommunsansvarsomrade .........0.cccccceccecceceseseceseeseesteseeeeesseeessesecssessssesssessesseatsseseeeaees 5
Bräcke kommuns uppgifter i krisberedskapsarbetet.......sessesssssssrsrs"
RSA Bräcke 2023 Maskad.pdf,48881,1000,True,"Styrdokument
Bräcke kommun
Risk- och
sarbarhetsanalys
2023-2026
Fastställt av: Kommunstyrelsen Dokumentet gäller för: Mandatperioden
Datum: 2023-10-11, § 170 2023-2026 ; BrackeDiarienr: 2023/551-16 Dokumentet gäller t.o.m.: 2026-12-31
För revidering ansvarar: Säkerhetssamordnaren komM mU n
För ev. uppföljning ansvarar: Säkerhetssamordnaren
Bräcke kommun Hantverksgatan 25, Box 190, 843 21 Bräcke | Tel. 0693-161 00 vaxel | bracke@bracke.se | www.bracke.se
 

ne Sida 2 av 36Bräcke STYRDOKUMENT
Dokumentnamn: Bräcke kommunsrisk och sårbarhetsanalys 2023
komM mM u n Datum: 2023-10-11
Beslutad av: Kommunstyrelsen 8 170/2023
Tidigare beslut: KS 8 2019/381-16 Risk och sårbarhetsanalys 2019
 
Innehåll
1. INIGCMNING oosseeereessssererererrererrrererrrrsser reses rss asarna nere nere renare rr rr rer e rr rr rr rr ARR RANA RR RR RAA A Aer e een e renen nn nn 3
2. Beskrivning av KOMMUNEN sissssssseeserseesesereserrrrrerererrrrrrrererrrrrsre rer rrr nr rara R anar nere eran ere nen n nea 4
2.1 Bräck"
RSA Danderyd 2019 Maskad.pdf,33455,1000,True,"Sekretess enl. OSL 2009:400 BB kap. 138 KS2019/0045

Risk- och sårbarhetsanalys för Danderyds kommun

2019-2023

DANDERYDS
I....- KOMMUN



Sekretess enl. OSL 2009:400 78 kap. 138 KS2019/0045

Begrepp och termer
| nedanstående analys kommer följande begrepp att användas frekvent.
Samhällsviktig verksamhet -en verksamhet som uppfyller minst ett avföljande villkor:

Ett bortfall av eller en svår störning iverksamheten kan ensamt eller tillsammans med
motsvarande händelser iandra verksamheter på kort tid leda till att en allvarlig kris inträffar i

samhället.
Verksamheten är nödvändig eller mycket väsentlig för att en redan inträffad kris i samhället
ska kunna hanteras så att skadeverkningarna blir så små som möjligt.!

Begreppet har en lokal, regional och nationell nivå. Lokal samhällsviktig verksamhet benämns
ibland kommunens prioriterade åtaganden. I det här dokumenten kommer lokal samhällsviktig
verksamhet för enkelhetens skull benämnas samhällsviktig verksamhet. Annan samhällsviktig
"
RSA Danderyd 2023 Maskad.pdf,24716,1000,True,"zz DANDERYDS 127)
KOMMUN

Datum Diarienummer

2023-10-09 KS 2023/0373

Kommunledningskontoret

Risk- och sårbarhetsanalys för Danderyds kommun 2023-2026


1. INIGeA NING oossesssssrsrssrnesrrrerenrsnssessnnsrssnssnnsnnssRrRs RNE SR RR RR Rs RR RASAR RA RAR ARR RR RENSAR RARE ARR R RAR RAA RR RR KR KAR Ar 3

1.1 Samhällets SKYddSvärden s..ssssssssrrssrarssrnsrssrrsnrsssessrnsssrnrssrnessrresresresennssnsRn res RRRrRRRRs RR n RR nns nr 3
1.2 Ansvaret för krisberedskapenN s..ssssssssssessesssrssrssnssssssnsssrnersrrssresssessrnnssssssernar ser rss s Res nr Rss saras 3
1.3 Vad är en risk- och sårbarhetsanalyS.msm..sssssssrrsssrrsrersrsesssssrsssnssrsrss rs nere ks nes en ks kens esn rs ens en a 4
1.4 — FÖIfattNiNBalosesseersesssrrsrrersrarsereosrsrsrsesnrrsrrsrrnsrsrnererernrrrs narr AR RR ser Rs RR RK RASAR RAR ARSA R RAKA ANAR AR KAR RAR RANA 4
1.5 Syfte OCh Mål.nsssssssssrsssssersrssrssrssrnssrssrssnrersnrssersrrnrsnnsnrenssnss nerna nes Kern RR RR RRR Rs RAR RR RR Rs Rn rr ren rr neA 5"
RSA Eda 2015 Maskad.pdf,35991,1000,True,"Sida
RAPPORT 1(42)

Datum

2015-05-27

Samhällsbyggnad
Ida Andersson, 0570-814 77
Ida.andersson(Qarvika.se

Risk- och sårbarhetsanalys

Eda kommun

SEKRETESS 2015
Kanna fed NEN SEKRETESS
Sekrutson srägt |$ ip. (35 offentlighets-
och sakratsaniagen (2009:400)
Arvika kommun

Arvika kommun



Risk och sårbarhetsanalys för Eda kommun

Genomförd av:

Alice Lundgren, 4 C Strategies
Catarina Rydén, Vård och stöd
Catarina Jansson, Vård och stöd
Susanna Holmgren, Miljökontoret
Henrik Hansson, Gatusektionen
Henrik Ohlsson, IT

Lena Glenberg, Kostsektionen
Ida Andersson, Räddningstjänsten
Elin Dahlgren, Räddningstjänsten
Mikael Grape, 4C Strategies

Diarienummer:

Antagen i Kommunfullmäktige: 2015-11-25

rn nt |


Eda kommun

Datum Sida
2015-05-27 3(42)

Sammanfattning

Samtliga landets kommuner är enligt Lagen (2006:544) om kommuners och
landstings åtgärder inför och vid extraordinära händelser i fredstid och höjd
beredskap ålagda att analysera vilka extraordinära händelser i fredstid som
kan in"
RSA Eda 2019 Maskad.pdf,44894,1000,True," 
 
 
 
 
 
1(29) 
 
 
 
 
 
 
 
 
 
Risk- och sårbarhetsanalys 2019- 2022
̶̶   Styrdokument  ̶


 
 
 
 
 
2(29)
Styrdokument
Dokumenttyp Styrdokument
Beslutad av Kommunfullmäktige 2019-10-09 § x 
Dokumentansvarig
Reviderad

 
 
 
 
 
3(29)
Innehållsförteckning
1 Inledning...............................................................................10
1.1 Syfte....................................................................................................... 10
1.2 Mål......................................................................................................... 10
1.3 Avgränsningar........................................................................................ 10
1.4 Fastställande och uppföljning................................................................. 10
2 Beskrivning av kommunen och dess geografiska område
.................................................................................................. 11
2.1 Kommunens ansvarsområde och uppgift......"
RSA Eda 2023 Maskad.pdf,42866,1000,True," 
  
  
  
  
  
  
1(28) 
  
  
  
  
  
  
  
  
KS/2023:119 
 
  
Risk- och sårbarhetsanalys 2023–2026 
̶  Styrdokument  ̶ 


 
Styrdokument 
Dokumenttyp <Dokumenttyp> 
Beslutad av <Datum> 
Dokumentans
varig 
<Dokumentansvarig> 
Reviderad  
 
 
 
 


SAMMANFATTNING 
 
Sveriges kommuner ska analysera vilka extraordinära händelser i fredstid som kan inträffa i 
kommunen och hur dessa händelser påverkar kommunens verksamhet. Grunden i risk- och 
sårbarhetsanalysen (RSA) är att kartlägga risker och sårbarheter för att kommunen ska ha 
kännedom om den förmåga som krävs, för att säkerställa att kommunens samhällsviktiga 
verksamhet kan fortsätta bedriva sin verksamhet även i kris. Analysen bidrar också till att 
belysa kommunens sårbarheter och brister i förmågan att hantera kriser. Här bedöms möjliga 
konsekvenser på liv och hälsa, samhällets funktionalitet, grundläggande värden som 
demokrati och rättssäkerhet, påverkan på egendom och miljö, samt hur det påverkar 
samhällsviktig verksam"
RSA Enköping 2015.pdf,106876,1000,True," 
 
 
 
Risk- och sårbarhetsanalys 
för Enköpings kommun 2015 
 


 
 
 
Innehåll 
1 Sammanfattning .............................................................................................................................. 1 
2 Övergripande beskrivning av Enköpings Kommun och dess ansvarsområde ................................. 3 
3 Genomförande och metod .............................................................................................................. 5 
4 Avgränsningar .................................................................................................................................. 6 
5 Identifierad samhällsviktig verksamhet inom Enköping kommuns geografiska område och dess 
kritiska beroenden................................................................................................................................... 7 
6 Identifierade och analyserade hot och risker för Enköpings kommun och dess geografiska 
ansvarsområde ........................."
RSA Enköping 2019 Maskad.pdf,78200,1000,True," 
 
Risk- och sårbarhetsanalys 2019 
Enköpings kommun  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
  
Skriv text här 

 
 
 
Kommunledningskontoret 
Marcus Wennerström 
0171-626118 
marcus.wennerstrom@enkoping.se 
Ärendenummer 
Änr 
 
        Dokumenttyp  Beslutad av  Gäller f.om.  Gäller t.om.  
        
Ersätter  Gäller för  Ansvarig funktion  Reviderad  
        
 
 
 

 
 
 
Innehållsförteckning 
Sammanfattning & resultat ........................................................................................................ 1 
Enköpings kommun ...................................................................................................................... 1 
Det geografiska området ........................................................................................................ 1 
Kommunens organisation ...................................................................................................... 1 
Kommunens organisation ............................"
RSA Enköping 2023 Maskad.pdf,102373,1000,True,"Risk- och sårbarhetsanalys 30 oktober 2023
Enköpings kommun KS2023/587

Risk- och sårbarhetsanalys 2023

Enköpings kommun



Risk- och sårbarhetsanalys 30 oktober 2023
Enköpings kommun KS2023/587

Innehållsförteckning

Sammanfattning 4
Arbetsprocess och metod 5
Riskidentifiering 6
Åtgärdsförslag — ambitioner inom nuvarande mandatperiod ......................... 7
Praktiskt genomförande 7
Avgränsning 8
Sekretess 8
Enköpings kommun 8
Det geografiska området 9
Kommunens organisation 9
Kommunala bolag 14
Kommunalförbund 15
Identifierade samhällsviktiga verksamheter 16
Samhällsviktiga verksamheter 17
Kritiska beroenden 18
Information och kommunikation 19
Personal 19
Insatsvaror 20
Teknik 22
Identifierade och analyserade risker för kommunen och dess geografiska
område 23
Utbildning, övning och kunskap om roller, ansvar och UPPdrag ................... 23
Instabil omvärld —- säkerhetspolitik 24
Sjukdomar 27
Stora olyckor 30
Väder- och naturrelaterade händelser 33

Störningar i teknisk infrastr"
RSA Eskilstuna 2024.pdf,69229,1000,True,"Eskilstuna

rk

ommun

Diarienr: KSKF/2023:256

Risk och sårbarhetsanalys
för 2024-2027

Eskilstuna kommun

Antagen av kommunstyrelsen 2023-10-21 $ 244

SEKRETESS

Sekretess enligt 18 kap. 138 offentlighets-
och sekretesslagen (2009:400)

2023-09-25

Eskilstuna kommun



Risk och sårbarhetsanalys för 2024-2027

Sammanfattning

En risk- och sårbarhetsanalys är ett första steg i arbetet med att reducera risker,
minska sårbarheter och förbättra samhällets förmåga att förebygga, motstå samt
hantera kriser och extraordinära händelser.

Varje kommun ska göra en risk- och sårbarhetanalys (RSA) och rapportera denna till
respektive länsstyrelse, enligt lag.

Den RSA som är genomförd kommer användas till besluts och planeringsunderlag i
Eskilstuna kommun. Men även bidra till den samlade regionala lägesbilden och ingå i
den nationella risk- och sårbarhetsbedömningen (NRSB). NRSB utgör grunden för
hur medel i anslaget 2:4 Krisberedskap ska användas samt inriktning för utbildning
och övning.


Risk"
RSA Essunga 2015 Maskad.pdf,30227,1000,True,"SEKRETESS .
Enligt 18 Kap. 13 $ |
Offentlighets- och i

sekretesslagen (2009:400) |

2025-11-13 |

ee Essunga Kommun |
Essunga kommun NESSER

Risk- och
sårbarhetsanalys = |
2015-2018



SEKRETESS
Se sid 1.
Fastställd | 2015-12-14, $ 103 av Kommunfullmäktige
Detta dokument gäller för Samtliga nämnder
Giltighetstid t.o.m. 2018-12-31
Dokumentansvarig Säkerhetssamordnare
Dnr | 2015-000222
Innehållsförteckning

2.1 ATbÖtSPrOCESS s.sissssssneisinssnsis orsessssorin ennen orsas svs seen snerunsnsnansssovener enes enN sne An on0R 8
2.2 M(tOC..ovsevsoreovsorsvsvarnsrrorsorsernorrorsnr oonnonnN nan NON ARN NNR FR SENS SÄRNRNER ARN REKENESNNTSSSER ANA RSNES 9
2.2.1 RiskSCenariO osssvsorserresrsrsnrsresrsrnsnrernrsrrorsresr renen ene en ner R ren AA R An KR Reser re ARR K Ren Kekke 9
2.2.2 Sannolikhet.........«sownmsmswmwessmsennnekös NRSSSNSTSRNSNSRSNSNSRETNE NS NKERNNESORS ESKS SNR 9
2.2.3 KONSEKVENS sosssserrrsrereresrereererroresreresrerrs rn nere enes rnesr een k Rn Ane Ar RAKA RAR KARA RAR A"
RSA Essunga 2019 Maskad.pdf,72370,1000,True,"rr
—-—

Essunga kommun

SEKRETESS
Enligt 18 Kap. 13 &

Offentlighets- och
sekretesslagen (2009:400)

2021-08-04

Essunga Kommun

Risk- och
sårbarhetsanalys

mandatperioden =

2019-2022

Fastställd

Detta dokument gäller för
Giltighetstid
Dokumentansvarig

Dnr

2019-09-02, $92 av Kommunstyrelsen
Samtliga nämnder

Säkerhetssamordnare
2019-000184



2 (36)

SEKRETESS
Se sid 1.
Innehållsförteckning
Struktur för dokument för krisberedskap i Essunga KommUn ........ssesemsessessnsn 4
13111 24 40076 BRA 5
OMMrådeSANSVAL servis ososesnsnsinssresesanes issn käke snånrdsksånnkeknennnnnnnnsnannnnan an unna nanm nnnn sana nn nn nn nn 5
Principer för det svenska krisberedskapssystemet ...............ssssssssssesessessnenenenennnnnnns 6
1. Beskrivning av kommunen och dess geografiska område .............ssssssssrsrssisnesin 7
Näringsliv och föreningSliV.......ssssessssssesesesnsserrssrnrssnrrnernersrnesrrrer er rrr aren en er nen rn een n rn enn 7
Omvärldsbevaknilg ssssssssesrsrsnsnesrsrsreserrrrsrsr"
